,Index,Index_Count,Part-I,Part-I_Count,Part-2,Part-2_Count,Part-3,Part-3_Count,Part-IV-A-1,Part-IV-A-1_Count,Part-IV-A-2,Part-IV-A-2_Count,Part-IV-A-3,Part-IV-A-3_Count,Part-IV-A-4,Part-IV-A-4_Count,Part-IV-A-5,Part-IV-A-5_Count,Part-IV-B-1,Part-IV-B-1_Count,Part-IV-B-2,Part-IV-B-2_Count,Part-IV-B-3,Part-IV-B-3_Count,Part-IV-B-4,Part-IV-B-4_Count,Part-IV-B-5,Part-IV-B-5_Count,Part-IV-C-1,Part-IV-C-1_Count,Part-IV-C-2a,Part-IV-C-2a_Count,Part-IV-C-2b,Part-IV-C-2b_Count,Part-IV-C-2c,Part-IV-C-2c_Count,Part-IV-C-3,Part-IV-C-3_Count,Part-IV-C-4,Part-IV-C-4_Count,Part-IV-C-5,Part-IV-C-5_Count,Part-IV-C-6a,Part-IV-C-6a_Count,Part-IV-C-6b,Part-IV-C-6b_Count,Part-IV-C-6c,Part-IV-C-6c_Count,Part-IV-C-7a,Part-IV-C-7a_Count,Part-IV-C-7b,Part-IV-C-7b_Count,Part-IV-C-8,Part-IV-C-8_Count,Part-IV-C-9a,Part-IV-C-9a_Count,Part-IV-C-9b,Part-IV-C-9b_Count,Part-V-A-Vol-IA,Part-V-A-Vol-IA_Count,Part-V-A-Vol-IB,Part-V-A-Vol-IB_Count,Part-V-A-Vol-IC,Part-V-A-Vol-IC_Count,Part-V-A-Vol-IID,Part-V-A-Vol-IID_Count,Part-V-B-1,Part-V-B-1_Count,Part-V-B-2a,Part-V-B-2a_Count,Part-V-B-2b,Part-V-B-2b_Count,Part-V-B-3a,Part-V-B-3a_Count,Part-V-B-3b,Part-V-B-3b_Count,Part-V-B-3c,Part-V-B-3c_Count,Part-V-B-3d,Part-V-B-3d_Count,Part-V-B-4-Book-I,Part-V-B-4-Book-I_Count,Part-V-B-4-Book-II,Part-V-B-4-Book-II_Count,Part-VI-A,Part-VI-A_Count,Part-VI-B,Part-VI-B_Count,Part-VI-C-1,Part-VI-C-1_Count,Part-VI-C-2,Part-VI-C-2_Count,Part-VI-C-3,Part-VI-C-3_Count,Part-VI-C-4,Part-VI-C-4_Count
304,,,,,,,,,,,,,,,a Man Who Served,1.0,Kam-Bo,1.0,,,,,,,,,,,,,,,,,,,memorandum,1.0,,,,,,,William C.,1.0,,,be a.,1.0,b. Delete,1.0,,,,,,,,,,,,,,,,,Gallacher,3.0,Paragraph S. Griffin Mission,1.0,Spiritual,1.0,Generally Soviet,1,Jc Lju,1.0,Pakse,1.0,Ngo Dinh Diems,1.0,Tho Viet Cong,1.0,,,McCarthy,7.0,Viet Minh-assisted,1.0,,,,,Sooner,1.0
305,,,,,,,,,,,,,,,c. Encouragement,1.0,Katzenbach,5.0,,,,,,,,,,,,,,,,,,,para 6c,1.0,,,,,,,William C. Westmoreland's,1.0,,,c.,2.0,b. JCSM-982-64,1.0,,,,,,,,,,,,,,,,,Gallagher,12.0,Peninsula,1.0,Stalin,1.0,Generaly Ely,1,Jie,1.0,Palhct Lao,1.0,Ngo Dinh Nhu,1.0,Tho Viot Cong,1.0,,,McGeorge Bundy,1.0,Viet Nzm,1.0,,,,,Source Kissinger Read -104,1.0
306,,,,,,,,,,,,,,,ko,1.0,Katzenbach Letter,1.0,,,,,,,,,,,,,,,,,,,raid.,1.0,,,,,,,William P. Bundy,1.0,,,c. Study,1.0,c.,8.0,,,,,,,,,,,,,,,,,Gallman,1.0,Philijpines,1.0,Stassen,1.0,Geneua Cen-erence,1,Jira Vichitsonggrara,1.0,Para,7.0,Nguyen Dinh Thuan,5.0,Thora,1.0,,,McNamara,6.0,Viet-Nam,1.0,,,,,Souvanna Phouma,1.0
307,,,,,,,,,,,,,,,the Binh Xuyen,1.0,Kennedy,7.0,,,,,,,,,,,,,,,,,,,t.e e-ployment,1.0,,,,,,,X-2637,1.0,,,c. To,1.0,c. Build-up,2.0,,,,,,,,,,,,,,,,,Gaulles,1.0,Pierre MilletCounselor,1.0,Stennis,1.0,Geneva Conference,2,Jli5SB5Mon,1.0,Paratroop Battalionthc,1.0,Nguyen Egos Tho,1.0,Tiro,1.0,,,Melvin R. Laird,1.0,Vietnam Matters,1.0,,,,,Stockholm,1.0
308,,,,,,,,,,,,,,,william H. Draper,1.0,Kenneth M. Kauffman,1.0,,,,,,,,,,,,,,,,,,,tary relevance,1.0,,,,,,,Yen,1.0,,,d. Resume,1.0,c. Conduct,1.0,,,,,,,,,,,,,,,,,Gcera,1.0,Pignon,2.0,Stevens,1.0,Geneva Conference 1,1,John Foster Dulles,1.0,Pathct Lao,21.0,Nguyen Khanh,2.0,Ton That Dinh,1.0,,,Minh,1.0,Vietnams,1.0,,,,,Stockholm 1266,1.0
309,,,,,,,,,,,,,,,,,Keo Nua,1.0,,,,,,,,,,,,,,,,,,,the Bien Hoa,1.0,,,,,,,a.,1.0,,,de Gaulle,1.0,c. Discussions,1.0,,,,,,,,,,,,,,,,,Gen,1.0,Pleven,2.0,Sumberg,1.0,Geneva I. PROBLEM,1,John Foster Dulles TMW SENSITIVE,1.0,Pathet Lao,22.0,Nguyen Mgoc,1.0,Tran Thien Khiem Maj,1.0,,,Morse,5.0,Vu Huu Binh,3.0,,,,,Stockholm 1358,1.0
310,,,,,,,,,,,,,,,,,Khmers,1.0,,,,,,,,,,,,,,,,,,,the Cao Dai,1.0,,,,,,,a. Successful,1.0,,,e. Closing,1.0,c. JCSM-811-65,1.0,,,,,,,,,,,,,,,,,Gen Gallagher,1.0,R. Allen,1.0,Syngman Rhee,1.0,Geneva TEDUL,1,John Harding,1.0,Pathot Lao,1.0,Nguyen NgoC,1.0,Tran Van Don Brig,1.0,,,Mouse,1.0,W. B. Buffum,1.0,,,,,Stockholm 926,2.0
311,,,,,,,,,,,,,,,,,Khruschev,3.0,,,,,,,,,,,,,,,,,,,wang Kuo-chuan,1.0,,,,,,,al.,1.0,,,j. UNITED STATES,1.0,c. d.,1.0,,,,,,,,,,,,,,,,,Gen George C. Marshall,1.0,R. Allen Griffin,2.0,T39o Wo,1.0,Geneya,1,John W. ODonnel,1.0,Pathst Lao,1.0,Nguyen Ngoc,1.0,Tran Van Kim 3,1.0,,,My Government,1.0,W. Jacobson,1.0,,,,,Stoica,2.0
312,,,,,,,,,,,,,,,,,Khruschevs,2.0,,,,,,,,,,,,,,,,,,,westmoreland,1.0,,,,,,,ammo dump,1.0,,,l68 Sensitive,1.0,cannon,1.0,,,,,,,,,,,,,,,,,Gen MacArthur,2.0,R. E. Cox,1.0,T43 Page,1.0,Ghatwel,1,Joint,1.0,Peipings,1.0,Nguyen lgoc Tho,1.0,Tri Quang,1.0,,,N. Well,1.0,W. P. Bundy,10.0,,,,,Su,41.0
313,,,,,,,,,,,,,,,,,Khrushchev,11.0,,,,,,,,,,,,,,,,,,,william Bundy,3.0,,,,,,,approx ln.at,1.0,,,l?th,1.0,d. Attack,1.0,,,,,,,,,,,,,,,,,Genera,1.0,R.E. Cox,1.0,TMw.mr,1.0,Gilman,1,Joint Chiefo of Staff Action Concur,1.0,Pham Van Dong,1.0,Nha Trang,2.0,Tung,3.0,,,N. Y. ',1.0,W.P. Bundy,1.0,,,,,SummaryAs,1.0
314,,,,,,,,,,,,,,,,,Khrushchevs,2.0,,,,,,,,,,,,,,,,,,,william Bundy Memorandum,1.0,,,,,,,b.,3.0,,,salami,1.0,e. Insofar,1.0,,,,,,,,,,,,,,,,,Generalissimo Chiang Kai-Shek4,1.0,R.L. Sharp,1.0,Tab,3.0,Gl,1,Joint Chiefs,1.0,Pham van Dong,2.0,Nhu,11.0,Ue,1.0,,,NE li,1.0,WANG Kuo-chuan,1.0,,,,,Sung,4.0
315,,,,,,,,,,,,,,,,,Khu Dinh Dien,1.0,,,,,,,,,,,,,,,,,,,william P. Bundy,2.0,,,,,,,b. Areas,1.0,,,w. Bundy,1.0,educa-tion.al facilities,1.0,,,,,,,,,,,,,,,,,George C. Marshall,2.0,RECEIVED,1.0,Tam,6.0,Govt,1,Joyce,1.0,Phara van DONG,1.0,Nhu-,1.0,Unconventional Warfare,1.0,,,NWD Dale 2011,3.0,Walton Butterworth,1.0,,,,,Suu,2.0
316,,,,,,,,,,,,,,,,,Kieng Quang,1.0,,,,,,,,,,,,,,,,,,,xne,1.0,,,,,,,b. Had,1.0,,,william ',1.0,harden Hanois,1.0,,,,,,,,,,,,,,,,,George N. Abbott,1.0,RPT,1.0,Tams,2.0,GrR,1,Joyce saW Margerie,1.0,Phong Dinh,2.0,Nhus,1.0,Ute Monk,1.0,,,Nabrit,2.0,Wc,1.0,,,,,THURMOND,1.0
317,,,,,,,,,,,,,,,,,Kieu Cong Cung,2.0,,,,,,,,,,,,,,,,,,,xxvi,1.0,,,,,,,c.,3.0,,,william Bundy,5.0,helo,1.0,,,,,,,,,,,,,,,,,George Yeh,1.0,RPTD INFO,1.0,Tan Son Nhut Airfield,1.0,Ground Forces,1,Jun Noted,1.0,Phong Saly,1.0,Nicos,1.0,V. H. KRULAK Major,1.0,,,Newsman Departs,1.0,Westmoreland,1.0,,,,,TSNODIS,1.0
318,,,,,,,,,,,,,,,,,Kim Tuyen,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c. Been,1.0,,,wilson,1.0,iam P. Bundy Letter,1.0,,,,,,,,,,,,,,,,,George la,1.0,Rad,1.0,Tha Viet 1,1.0,Ground Forces Indigenous,1,K.T. Young Memorandum,1.0,Phoui,1.0,Nitze,4.0,V. OUTLOOK A. Communist Actions,1.0,,,Ngo Dinh Diem,1.0,William P. Bundy,2.0,,,,,TSNODIS B. QUOTE Having,1.0
319,,,,,,,,,,,,,,,,,Ko Ito,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c. Course A,1.0,,,,,in)(TS,1.0,,,,,,,,,,,,,,,,,Georges Bidnult,1.0,Rao Dai Memo,1.0,Thc FBI,1.0,Gtoto,1,Kane,1.0,Phoui Sanahi-kone,1.0,Nixon,1.0,V. Outlook,1.0,,,Nguyen Cao Ky,1.0,William Sullivan,1.0,,,,,TSNODIS G. Hanoi,1.0
320,,,,,,,,,,,,,,,,,Kong Le,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c. every recommendation,1.0,,,,,oner.ticr.s,1.0,,,,,,,,,,,,,,,,,Gestapo,1.0,Recd,1.0,Thc Viet Minh,1.0,HAAG,2,"Karch 1, 1956",1.0,Phoumi,29.0,Nolting,1.0,VC,22.0,,,Nguyen Duy Trinh,2.0,Wintlmop Broun,1.0,,,,,Tach,5.0
321,,,,,,,,,,,,,,,,,Kuming,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,el training,1.0,,,,,r.cv,1.0,,,,,,,,,,,,,,,,,Gf,1.0,Rico,1.0,The Birth Xuyen,1.0,HAAG Saigon,1,Ke,1.0,Phuoc Long,1.0,Norodom Sihanouk,1.0,VIET CONG DEFECTIONS,1.0,,,Nguyen Giap,1.0,Zinchuk,1.0,,,,,Tb.ris,1.0
322,,,,,,,,,,,,,,,,,Kwang-tung,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,f. Significant,1.0,,,,,the Bac Mai airfield,1.0,,,,,,,,,,,,,,,,,Giap,2.0,Riviera,1.0,The Directcr,1.0,HOveyer,1,Kelly,1.0,Phuoc Thanh,1.0,North,1.0,Van Luong,1.0,,,Nguyen Huu,2.0,a. Hanoi,1.0,,,,,Tcherbakov,1.0
323,,,,,,,,,,,,,,,,,L'Enfer,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,for.volunteers,1.0,,,,,warnke,4.0,,,,,,,,,,,,,,,,,Gibson,1.0,Robert A. Griffin,1.0,The U. S.,1.0,Ha balieVeu,1,Kenneth T. Young,2.0,Pipeline Analyses,1.0,OSOOSD Subj Vietna,1.0,Van Thanh Cao,1.0,,,Nguyen Huu Tho,1.0,a. US,1.0,,,,,Tet,5.0
324,,,,,,,,,,,,,,,,,L-13439 of,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,helo,1.0,,,,,westmoreland,1.0,,,,,,,,,,,,,,,,,Giilnuher-llul,1.0,Robert Allen Griffin,3.0,Thiet Hai Duonr,1.0,Halla,1,Kis,1.0,Policy Coordinating Secretariat 1,1.0,Outlook,1.0,Vhich,1.0,,,Nguyen Van Hieu,1.0,b. Conditions,1.0,,,,,Tet truce,1.0
325,,,,,,,,,,,,,,,,,L. B. woodbury,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,natles nvinst aircraft,1.0,,,,,william Bundy,3.0,,,,,,,,,,,,,,,,,Gnllaglter,1.0,Robert Blum,1.0,Tho Fr-lnch,1.0,Hallstein,2,Knowland,1.0,Prcsidcnt Kgo,1.0,P. Bundy,1.0,Viat Cong,1.0,,,Nguyen Van Kinh,2.0,b. People,1.0,,,,,Thanom Kittikachorn,1.0
326,,,,,,,,,,,,,,,,,L. Goure,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,pa.rt,1.0,,,,,william Bundys,1.0,,,,,,,,,,,,,,,,,Gonoriisshno Chiang Kai-shek,1.0,Robert Hoey,1.0,Thomas J. H. Trapnell,1.0,Heath,2,Ko,1.0,Press van,1.0,P. L. 480,2.0,Viat Nam,1.0,,,Nguyen Van Tien,2.0,b. Say,1.0,,,,,Thc GVN,1.0
327,,,,,,,,,,,,,,,,,Lad,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,rCO'NT,1.0,,,,,william E. DePuy,1.0,,,,,,,,,,,,,,,,,Govt,3.0,Robertson,2.0,Ths,2.0,Hend.es,1,Koran,1.0,Primo Ministor,1.0,PARIS JOINT,1.0,Vic,1.0,,,Nguyen Van Vinh,1.0,b. Seek,1.0,,,,,The Viet Cong,1.0
328,,,,,,,,,,,,,,,,,Ladejinsky,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,westmoreland,4.0,,,,,william P. Bundy,2.0,,,,,,,,,,,,,,,,,Gowrmenjb Phvisaed,1.0,Roosevelt,2.0,Ths French,1.0,Henri Navarre,1,Koyember,1.0,Prince Sihanouks,1.0,PHOM PHEN,1.0,Vico,1.0,,,Nguyen Van Vinhs,1.0,c.,2.0,,,,,Thien,1.0
329,,,,,,,,,,,,,,,,,Lao,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,william Bundy,1.0,,,,,william P. Bundy Memorandum,1.0,,,,,,,,,,,,,,,,,Gradually Bae Dais,1.0,Rusk,1.0,Tint,1.0,Hensel,1,L.,3.0,Provide,1.0,Pag,1.0,Vict Cong,5.0,,,Nguyen van Tr.tn,1.0,c. NLF representation,1.0,,,,,Thieu,3.0
330,,,,,,,,,,,,,,,,,Lao Dong,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,william P. Bundy,1.0,,,,,wilson,1.0,,,,,,,,,,,,,,,,,Grew,2.0,SATIS,1.0,Tne JCS,1.0,Herman Phleger,1,L. L,1.0,Quang Nam,1.0,Page,2.0,Vict Cong GVN,1.0,,,Nhan Dan,1.0,c. R,1.0,,,,,Tibbett,1.0
331,,,,,,,,,,,,,,,,,Lao Tze,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,wright,1.0,,,,,year149,1.0,,,,,,,,,,,,,,,,,Grew 873,1.0,SEAC D-21,2.0,Tne Viet Minh,1.0,Ho,2,L. b.,1.0,Quang Ngai,1.0,Pakse,1.0,Vie,1.0,,,NichOlas,1.0,c. Seeming,1.0,,,,,Tibbetts,1.0
332,,,,,,,,,,,,,,,,,Laotian Governments,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gro,1.0,SUBJECT Indo-China,1.0,Total U. S.,1.0,Ho Chi Minh,3,L.OND0N,1.0,Quang Ngai Province,2.0,Palmer,2.0,Viet Cc-ng,2.0,,,Nicholas,1.0,c. Stick,1.0,,,,,Tran Van Do,1.0
333,,,,,,,,,,,,,,,,,Lauve,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grown C. Mausuall,1.0,SUBJECT Interview,1.0,Tourane Afld,1.0,Hoey,1,LESLIE R. KYLE,1.0,Quarles,4.0,Para,1.0,Viet Ccng-infcstcd,1.0,,,Nicholas deE.,1.0,c. Suggest,1.0,,,,,Trinh,39.0
334,,,,,,,,,,,,,,,,,Lauve Nutt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GuHuolmr,1.0,SUBJECT Results,1.0,Tourane Airfield,1.0,Hong Meng,1,LJvAcx Z.,1.0,Quarles thc,1.0,Pathet Lao,7.0,Viet Ceng,4.0,,,Nkrumah,1.0,dowilliam P. Bundy,1.0,,,,,Trinhs,3.0
335,,,,,,,,,,,,,,,,,Law,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guerrlo,1.0,SWNCC,3.0,Tran Van Do,1.0,Hq Chi Minh's,1,LUS52 Dy,1.0,Qyert Aggression,1.0,Pathet-Lao,1.0,Viet Con,1.0,,,Norodom Sihanouk,1.0,h. Pick,1.0,,,,,U.S.DRV,1.0
336,,,,,,,,,,,,,,,,,Le Duan,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gxolple,1.0,Saa Otter,1.0,Trapnell,10.0,Hs,1,LUYEN ARRIVED UNINVITED,1.0,RCGR.SS VIET-NAM,1.0,Pham Van Dongs,1.0,Viet Cong,96.0,,,North Vietnt,1.0,inform KATO-,1.0,,,,,USDRV,1.0
337,,,,,,,,,,,,,,,,,Le Duan's,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harry So Truman,1.0,Saigon Consul,1.0,Trapnell Debriefing,1.0,Huang,3,LXLi,1.0,RECENT COUP,1.0,Phan Rang,1.0,Viet Cong Attacks,1.0,,,Noteworthy,2.0,memorandum,1.0,,,,,Unger,3.0
338,,,,,,,,,,,,,,,,,Le Loi,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heed,1.0,Salan,1.0,Tri,1.0,Huang Hua,3,La,1.0,RELATIVELY INERT,1.0,Phan Thiet,2.0,Viet Cong Casualties,1.0,,,Nttler,1.0,proposal.by Sagatelyan,1.0,,,,,VC,1.0
339,,,,,,,,,,,,,,,,,Le Van (Bay) Vien,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henry Pu Yi,1.0,Schuman,18.0,Tris,1.0,Huang spOke,1,La Chambr,1.0,ROADS,1.0,Phase IV,1.0,Viet Cong Defections,1.0,,,Nullified,1.0,q.v.,1.0,,,,,Van Dong,1.0
340,,,,,,,,,,,,,,,,,Le Van Kim,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hepartmrnt,1.0,Sec Def Cont Hr,1.0,Tst,1.0,Hue,1,La Chambr-e,1.0,ROBERT H. KNIGHT ',1.0,Phat Diem,1.0,Viet Cong Incidents,1.0,,,OBVIOUS,1.0,so'long,1.0,,,,,Viet Cong,6.0
341,,,,,,,,,,,,,,,,,Le Van Thanh,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ho,37.0,Seek,1.0,U.S.-French,1.0,Hull,1,La Chambre,3.0,Robert Anderso,1.0,Phoumi,2.0,Viet Cong Incidents Statistics,1.0,,,ONC71M Qo',1.0,socialiste,2.0,,,,,Vietnam Govt's,1.0
342,,,,,,,,,,,,,,,,,Le Van Ty,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ho Caffery,1.0,Sell Sao Dai,1.0,US Govt,2.0,I. BOth Pdand,1,La Tournelle,1.0,Robert McNamara,2.0,Prcsidcnt Diem,2.0,Viet Cong Initiated,1.0,,,OSSS INFO,1.0,the Aide Memoire,1.0,,,,,Vinh Linh Province,2.0
343,,,,,,,,,,,,,,,,,Le Viet Minh,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ho Chi,2.0,Series B. NSC Action,1.0,UaVarre,1.0,I. Oppenheim,1,Lajos,1.0,Robertson,1.0,Prcsident Diem,1.0,Viet Cong Logistic Support,1.0,,,Ole Ameri,1.0,the Ban Thach Dam,1.0,,,,,Vy,1.0
344,,,,,,,,,,,,,,,,,Lemuel C. Shepherd,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ho Chi Min,1.0,Series E. NSC,1.0,Uayer,1.0,I.-,1,Lansdales,1.0,Robertson Hr,1.0,Prcsident Kennedy,1.0,Viet Cong Strength,1.0,,,Omori,3.0,thereof c.,1.0,,,,,Vy-Oanh,1.0
345,,,,,,,,,,,,,,,,,Lenin,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ho Chi Minh,18.0,Series G. NSC,1.0,Uncuote aVail,1.0,IC Control,1,Lavrbon Collins,1.0,Royal,1.0,Presidcht Diem,1.0,Viet Cong Weapons,1.0,,,Ot Course,1.0,william Bundy,1.0,,,,,W.P. Bundy,1.0
346,,,,,,,,,,,,,,,,,Leo Cherne,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ho Chi Minh CONFIDENTIAL,1.0,Sion,1.0,United Kin-dor,1.0,IF CLiSSIrMO,1,Lcndon,1.0,Rptd,1.0,Presidcnt Johnson,1.0,Viet Cong-Initiated,1.0,,,P. Bundy,2.0,william P. Bundy,3.0,,,,,Wachtmeister,1.0
347,,,,,,,,,,,,,,,,,Leo Cherne of Look,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ho Chi Mnh,1.0,Sno Dpi,1.0,V c. U. S.,1.0,IHSdB OUTGOING ' DEPARTMENT,1,"Li L. ""a. Do",1.0,S. Robertson,1.0,Prompt,1.0,Viet Cong-controlled,2.0,,,PaEsmENT,1.0,william P. Bundy 16,1.0,,,,,Wallner,1.0
348,,,,,,,,,,,,,,,,,Letter,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ho Clii Minh,1.0,Staffs,1.0,Valluy,4.0,II,1,Lien Viet,2.0,SAM MAP,1.0,Provic,1.0,Viet Cong-problem,1.0,,,Pacem,3.0,williams,1.0,,,,,Walt Rostow,1.0
349,,,,,,,,,,,,,,,,,Lewis,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ho roturnod,1.0,Stanton,2.0,Van Fleet,1.0,II HAJOR CONSIDERATIONS A.,1,Lill,1.0,SITUATIOM Bl VIETNAM,1.0,Provide,6.0,Viet Conginfluence,1.0,,,Paid VI,1.0,,,,,,,Warnke,1.0
350,,,,,,,,,,,,,,,,,Lien Doan Cong Chuc,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoa Hao,2.0,Statesb,1.0,Van Fleets,1.0,ITHE PROBLEM,1,Livingston Merchant,2.0,SUBJECT Aircraft,1.0,Ps,1.0,Viet Congs,1.0,,,Park,1.0,,,,,,,Whom,1.0
351,,,,,,,,,,,,,,,,,Lien Viet,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoa Ino,1.0,Steele,1.0,Vicrtr,1.0,IV,1,LtCol JEDwanm1e16Aug54,1.0,SUBJECT Memorandum Handed,1.0,Psychological Warfare,2.0,Viet Cot,1.0,,,Paul V,1.0,,,,,,,Wilfred Burchett,2.0
352,,,,,,,,,,,,,,,,,Lindholm,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hos,2.0,Stettinius 1576,1.0,Victnsmcse Government,1.0,Icad,1,Luyeh,1.0,SUPPLEMENTARY STATEMENT OF POLICY,2.0,Psychologioal Warfare,1.0,Viet Gong,1.0,,,Pazhwak,1.0,,,,,,,Wilson London,1.0
353,,,,,,,,,,,,,,,,,Lionel C. McGarr,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howcvcr,1.0,Stuart,1.0,Viet,7.0,Iimi+ed onIy,1,Luyem,1.0,Saigon,1.0,Py S. M,1.0,Viet-Nam,1.0,,,Pchbe,1.0,,,,,,,Xuan Thuy,3.0
354,,,,,,,,,,,,,,,,,Loc,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howovcr,1.0,Subj,1.0,Viet Cong,1.0,Iljbthhsltll,1,Luyerrs,1.0,Saigon Memorandum Handed,1.0,QUIETLY,1.0,Vietnams,3.0,,,Pell,10.0,,,,,,,Yuri N. Chernyakov,1.0
355,,,,,,,,,,,,,,,,,Local Force,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hue,1.0,Submarine Chas,1.0,Viet Hinh,3.0,Ill,1,MELY PIG-HEADED HAN WHO BECAME MORE SO UNDER PRESSURE,1.0,Saly,1.0,Quang Ngai,2.0,Viot Ceng,2.0,,,Peoplc1,1.0,,,,,,,Zb,1.0
356,,,,,,,,,,,,,,,,,Ltr,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hurley,1.0,Submarine Chaser,1.0,Viet Linh,1.0,Inc,1,MINH,1.0,Sam Ncua,1.0,Quang Tri,3.0,Viot Coag,1.0,,,Pepe Paul VI,1.0,,,,,,,a M. Aubrac,1.0
357,,,,,,,,,,,,,,,,,Luu My,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I Vang,1.0,Suppletifs,1.0,Viet Lira,1.0,Ind,1,MM?nC,1.0,Sam Neua,12.0,Quang Trung,1.0,Viot Cong,30.0,,,Pesl,1.0,,,,,,,ail othcr,1.0
358,,,,,,,,,,,,,,,,,Lyman L. Lemnitzer,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I. Iio Chi Minh,1.0,Tab B,1.0,Viet Minh,115.0,IndOchlna,1,MacDonald,1.0,Sam Nona,1.0,REGULAR FORCES,1.0,Viotnamesa Govornmant,1.0,,,Pham Van Dong,31.0,,,,,,,c).'NODISPENNSYLVANIA C,1.0
359,,,,,,,,,,,,,,,,,Lyman L. Lemnitzer'tt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I. TTnM lunt,1.0,Tab C,1.0,Viet Minh Capabilities,1.0,Indo-China,2,Manila Pac,1.0,Samuel T. Williams,1.0,ROBERT M. LEVY Colonel,1.0,Viotnsmoso,1.0,,,Pham Van Dong ',1.0,,,,,,,c.,1.0
360,,,,,,,,,,,,,,,,,MacDonald,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I;-0F SIASoviet Policy,1.0,Tam,1.0,Viet Minin,1.0,Indo-China10,1,Manila Pact,3.0,Samuel T. Williams2May,1.0,Ranger,2.0,Vist Cong,1.0,,,Pham Van Dong Speech,1.0,,,,,,,c. As,1.0
